Date,RGDP,HICP,M1,M3,LNFC,LHH,LNFPS,LRNFCSPR,LRHHSPR,LRNFPSSPR,CRSPR,YC3M,YC1Y,YC2Y,YC3Y,YC2YW,YCEONIA,EATEDSPR,STP,USDEUROXRATE,NEER,VSTOXX,FCIBME,FCIVAR,FCIIPA,FCIBBG,FCIGS,CISS,CISSnew,OILPUSD,GAPPEURUSD,RAWMATPUSD,IP,UR,EMPL,RETTRADE,EUROCOIN,ESI,INDCONF,CSTRCONF,STOASSESS,BCI,CONCONF,RETCONF,SERVCONF,PMIMAN,PMICOMP
Aug-96,667959,72.1,65.8,76.2,1883660.4,2074157.2,3957817.6,1.5,2.8,2.2,-0.4,2.2,2.2,2.2,2,,,1.8,148.8,1.3,97.9,,,,,,,0.059,0.012,20.44,2.79,73.156,82.952,11.023,124998.833,84.482,,94.4,-13.692,-38.362,15.464,-0.928,-12.194,-13.02,14.138,,
Sep-96,668748,72.2,66.4,76.6,1885669.7,2083457.9,3969127.6,1.6,2.9,2.3,-0.6,2.3,2.2,2.4,2.2,,,1.7,150.8,1.3,97.3,,,,,,,0.049,0.007,22.257,2.79,73.452,83.033,11.032,125053.559,84.816,,95.3,-12.758,-36.96,13.814,-0.826,-12.397,-17.691,16.389,,
Oct-96,667968,72.4,66.8,76.7,1889848.4,2097113.7,3986962.1,1.6,2.8,2.3,-0.6,2,2,2.1,1.8,,,1.6,156.3,1.3,96.7,,,,,,,0.055,0.004,23.61,2.94,73.016,82.546,11.02,125110.437,83.669,,97.9,-10.516,-36.082,11.693,-0.664,-12.771,-10.973,18.772,,
Nov-96,671104,72.4,67.7,76.9,1894808.1,2108478.2,4003286.3,1.6,2.9,2.3,-0.4,1.9,1.9,2.1,1.9,,,1.4,160,1.3,97.1,,,,,,,0.063,0.005,22.39,2.96,73.218,83.234,11.006,125161.66,84.056,,98,-11.425,-38.077,12.963,-0.715,-13.226,-12.935,22.137,,
Dec-96,669857,72.6,69,77.3,1899809.8,2119757.4,4019567.2,1.5,2.8,2.2,-0.5,1.8,1.9,2.1,1.9,,,1.3,164.8,1.3,96.1,,,,,,,0.074,0.05,23.623,2.96,71.557,83.159,10.99,125207.712,83.661,,98.5,-11.246,-38.784,13.124,-0.731,-12.807,-11.399,23.461,,
Jan-97,669033,72.8,68.8,77.4,1910049.1,2134588.8,4044637.9,1.5,2.8,2.2,-0.6,1.8,2,2.1,1.9,,,1.3,174.7,1.2,94.7,,,,,,,0.059,0.031,23.227,2.89,72.798,83.297,10.983,125220.408,84.524,,100,-7.829,-37.442,10.526,-0.474,-11.625,-11.205,19.542,,
Feb-97,670388,72.8,69.1,77.6,1917482,2150808.6,4068290.6,1.4,2.6,2,-0.6,1.6,1.7,1.8,1.7,,,1.2,186.6,1.2,92.7,,,,,,,0.064,0.012,20.42,2.89,73.088,83.851,10.988,125263.066,84.249,,101.2,-7.346,-34.294,9.562,-0.407,-12.502,-13.828,22.81,,
Mar-97,674816,72.8,69.1,77.8,1922681.4,2162566.7,4085248.1,1.3,2.5,2,-0.7,1.8,1.8,1.8,1.4,,,1.2,190.8,1.2,92,,,,,,,0.072,0.023,19.33,2.83,73.746,84.717,10.98,125304.439,84.345,,101.8,-6.801,-36.467,9.413,-0.362,-12.292,-15.148,24.797,,
Apr-97,679718,72.8,69.2,77.9,1928346.9,2177741.9,4106088.8,1.4,2.7,2.1,-0.7,2,1.9,2,1.7,,,1.2,189.2,1.1,91.7,,,,,,,0.053,0.028,17.88,2.77,72.838,85.513,11.02,125335.45,85.077,,101.5,-5.937,-35.73,10.379,-0.134,-12.004,-15.32,22.956,,
May-97,676143,72.9,70,78.4,1937412.3,2192445.8,4129858,1.4,2.7,2.1,-0.8,1.9,1.8,1.8,1.5,,,1.1,200.7,1.1,91.6,,,,,,,0.04,0.013,19.367,2.74,73.343,84.792,11.013,125383.329,84.608,,103.9,-4.521,-35.171,8.908,-0.019,-11.368,-10.632,26.697,,
Jun-97,682670,72.9,70.8,78.9,1940638.4,2200692.1,4141330.5,1.3,2.7,2,-0.8,1.8,1.8,2,1.7,,,1.2,208.4,1.1,90.4,,,,,,,0.048,0.012,17.92,2.76,74.043,86.305,11.023,125476.489,85.02,,104.3,-3.074,-35.718,7.457,0.185,-10.557,-12.751,24.57,58.758,
Jul-97,685141,73,71.5,79.3,1938913.2,2217382.5,4156295.7,1.3,2.5,2,-0.6,1.5,1.5,1.6,1.4,,,1.2,226.5,1.1,88.4,,,,,,,0.08,0.014,18.33,2.67,70.707,86.905,10.941,125589.153,84.655,,105.1,-1.142,-34.16,6.972,0.39,-9.936,-12.441,23.43,56.722,
Aug-97,685517,73.2,71.8,79.4,1952320.8,2238152.6,4190473.4,1.4,2.6,2,-0.7,1.6,1.5,1.5,1.3,,,1.1,226.4,1.1,87.7,,,,,,,0.074,0.032,18.7,2.67,67.389,86.908,10.887,125730.711,84.113,,106.2,-0.939,-36.716,6.614,0.395,-8.803,-15.073,26.206,55.984,
Sep-97,684689,73.3,72.3,79.8,1952635.7,2253185.5,4205821.2,1.4,2.6,2.1,-0.6,1.4,1.2,1.3,1.1,,,1,223.8,1.1,90.4,,,,,,,0.051,0.04,18.662,2.7,64.06,86.638,10.873,125873.205,84.947,,107.8,1.316,-34.802,5.426,0.639,-7.996,-17.303,26.458,56.774,
Oct-97,692073,73.4,73.4,80.3,1969775.2,2272023.6,4241798.8,1.3,2.5,2,-0.3,1.3,1.2,1.2,1,,,0.9,225,1.1,91.8,,,,,,,0.052,0.029,20.04,2.63,60.628,87.891,10.88,126022.349,85.986,,108.2,1.833,-35.927,5.098,0.669,-8.221,-10.031,25.905,58.868,
Nov-97,690911,73.5,73.3,80.5,1973975.9,2288841.6,4262817.6,1.3,2.6,2,-0.2,1.1,1,1.2,0.9,,,0.8,212.8,1.1,93.3,,,,,,,0.065,0.056,19.087,2.66,59.206,87.676,10.812,126229.687,84.768,,109.1,1.411,-29.494,6.7,0.666,-7.758,-8.724,28.442,58.903,
Dec-97,695160,73.5,73.6,80.6,1999149.6,2307858.7,4307008.3,1.2,2.6,2,0,1.1,1.1,1.1,1,,,0.6,224.3,1.1,93.6,,,,,,,0.042,0.021,17.09,2.65,55.926,88.501,10.76,126503.176,85.495,,109.9,2.295,-29.286,5.005,0.755,-8.282,-7.553,28.991,57.117,
Jan-98,696236,73.5,73.9,81.1,2012668.2,2325532.7,4338200.9,1.3,2.6,2,-0.2,1,1,1.1,1,,,0.7,234.3,1.1,93.6,,,,,,,0.053,0.029,15,2.65,51.659,88.779,10.702,126717.279,86.367,,110.4,2.876,-27.735,5.15,0.776,-8.36,-7.126,30.064,56.587,
Feb-98,697853,73.6,74.5,81.3,2027616.5,2344445,4372061.6,1.3,2.5,1.9,-0.1,0.9,1,1,0.9,,,0.7,252,1.1,92.9,,,,,,,0.032,0.022,14.1,2.63,56.486,89.154,10.63,126863.84,86.396,,111.1,2.225,-27.831,6.206,0.744,-7.919,-4.155,32.843,56.754,
Mar-98,697736,73.6,75.4,81.5,2037731.1,2355658.8,4393389.9,1.3,2.5,1.9,-0.1,0.9,1,0.8,0.7,,,0.6,276.6,1.1,92.2,,,,,,,0.037,0.009,13.123,2.61,55.437,89.245,10.582,127002.125,87.032,,112.5,3.351,-25.218,5.562,0.907,-6.373,-6.994,34.174,58.092,
Apr-98,699069,73.7,76.1,82.1,2045201.2,2376029.5,4421230.6,1.3,2.5,1.9,-0.2,0.9,0.9,0.7,0.6,,,0.5,296.6,1.1,92.7,,,,,,,0.049,0.006,13.5,2.54,54.405,89.45,10.611,127184.066,86.597,,109.8,2.029,-26.305,6.784,0.783,-7.026,-8.13,29.33,59.437,
May-98,701510,73.8,76.5,82.4,2059556.1,2391964,4451520.1,1.3,2.5,1.9,0.3,1,0.9,0.9,0.8,,,0.4,302.9,1.1,95.3,,,,,,,0.067,0.007,14.027,2.51,51.573,89.734,10.568,127346.12,87.651,,110,0.51,-24.107,7.363,0.694,-6.087,-7.358,31.142,57.089,
Jun-98,700489,73.9,77.6,82.9,2070450.9,2409769.9,4480220.8,1.2,2.5,1.9,0.3,0.9,0.8,0.8,0.7,,,0.5,308.4,1.1,95.5,,,,,,,0.065,0.016,12.479,2.5,50.011,89.329,10.546,127523.111,86.961,,111.7,1.327,-20.859,6.434,0.654,-6.222,-5.214,33.674,56.658,
Jul-98,706999,73.9,77.4,83.3,2089629,2427747.6,4517376.6,1.3,2.5,1.9,0.4,0.9,0.8,0.8,0.7,,,0.4,324.1,1.1,95.5,,,,,,,0.05,0.009,12.7,2.4,49.2,90.017,10.469,127748.491,88.19,,111.6,0.202,-16.714,7.476,0.603,-4.302,-5.222,32.172,55.573,56.978
Aug-98,701986,74,77.8,83.4,2104088.7,2446599.3,4550688,1.2,2.5,1.9,0.4,0.7,0.7,0.9,0.8,,,0.4,297.6,1.1,96.9,,,,,,,0.092,0.064,12.488,2.37,49.511,88.912,10.413,127919.692,88.013,,111.3,-1.551,-16.256,8.391,0.432,-4.857,-3.994,34.496,54.106,55.182
Sep-98,704737,74,78.3,83.6,2115496.8,2464264.8,4579761.6,1,2.3,1.7,0.5,0.3,0.5,0.7,0.7,,,0.4,263.1,1.2,101.1,,,,,,,0.158,0.254,13.803,2.33,52.246,89.192,10.351,128091.671,87.572,,109.2,-4.182,-18.248,9.236,0.187,-4.863,-6.517,33.178,52.647,55.431
Oct-98,706072,74,79,84.3,2130582.8,2480518.2,4611100.9,1.1,2.3,1.7,0.3,0.4,0.7,0.9,0.7,,,0.2,246.3,1.2,103.2,,,,,,,0.217,0.309,13.263,2.17,53.019,89.372,10.316,128285.688,87.8,,107.3,-8.081,-19.177,10.699,-0.143,-3.919,-7.346,31.251,50.611,54.007
Nov-98,705150,74.1,79.8,84.4,2147526.7,2502656.2,4650182.9,1.1,2.3,1.8,0.5,0.6,0.7,0.9,0.8,,,0.1,276,1.2,101.2,,,,,,,0.166,0.243,11.88,2.15,52.095,88.844,10.268,128428.083,88.94,,107.8,-8.238,-17.582,11.258,-0.218,-3.41,-9.018,33.973,48.303,52.226
Dec-98,704732,74,81,84.6,2168190.3,2521298.4,4689488.7,1.1,2.4,1.8,0.8,0.6,0.7,0.8,0.7,,,0,284.3,1.2,101.9,,,,,,,0.128,0.229,10.41,2.13,52.718,88.298,10.208,128585.85,88.353,,107.6,-8.664,-15.173,13.255,-0.367,-4.036,-3.943,33.399,47.864,50.792
Jan-99,714999,74,84.7,86,2193057.6,2579212.6,4772270.2,1.2,2.6,1.9,0.1,0.7,0.8,0.8,0.7,0.9,0.7,0,307.2,1.2,101.6,36.1,,,0.344,0.013,0.99,0.126,0.244,11.443,2.02,53.68,89.681,10.077,128811.369,88.278,0.55,104.7,-10.031,-12.382,13.318,-0.432,-3.697,-19.369,28.418,49.144,51.327
Feb-99,711853,74.1,83.7,85.8,2185555,2592149,4777704,1.2,2.5,1.9,-0.1,0.9,0.9,0.9,0.8,1,0.8,0,302.7,1.1,100,36.1,,,0.287,0.429,0.94,0.18,0.113,10.753,2.01,53.789,88.527,10.004,128982.243,88.755,0.58,105,-10.291,-12.753,13.328,-0.583,-3.927,-19.41,29.787,50.511,52.555
Mar-99,712925,74.2,84.6,86.1,2187841.5,2612033.4,4799875,1.2,2.6,2,-0.1,1.1,1.1,1.1,0.9,1.1,1.2,0,305.5,1.1,98.6,28.6,,,0.325,0.201,1.02,0.112,0.1,13.167,1.95,53.819,88.724,9.947,129144.363,89.756,0.62,104.5,-10.324,-12.347,12.92,-0.636,-5.135,-16.324,29.097,51.862,53.251
Apr-99,715429,74.5,85.4,86.7,2195307.1,2624831.9,4820138.9,1.4,2.8,2.2,0,1.3,1.3,1.2,1,1.2,1.3,0,316.4,1.1,97.3,25.1,,,0.402,0.622,1.18,0.074,0.055,15.867,1.87,53.783,89.237,9.932,129226.115,88.43,0.65,102,-10.065,-12.048,13.476,-0.589,-6.171,-17.919,21.44,52.943,53.991
May-99,715223,74.5,86,87,2213475.1,2651217.8,4864692.9,1.4,2.8,2.2,-0.2,1.6,1.5,1.4,1.2,1.4,1.6,0,317.1,1.1,96.7,26.7,,,0.341,0.813,1.11,0.052,0.033,16.063,1.89,55.236,89.194,9.882,129358.194,88.93,0.72,103.3,-9.523,-11.02,13.335,-0.578,-6.49,-16.079,24.274,54.127,54.779
Jun-99,718842,74.5,87,87.6,2242275.4,2676120.3,4918395.6,1.4,2.9,2.2,-0.2,1.9,1.7,1.4,1.2,1.5,1.9,0,321.7,1,95,22.9,,,0.34,0.793,1.18,0.046,0.051,16.393,1.91,56.751,89.9,9.842,129513.431,89.493,0.78,104.7,-7.418,-9.415,11.207,-0.368,-5.913,-15.756,24.236,55.31,56.578
Jul-99,723513,74.7,88.1,88.2,2261733,2699716.6,4961449.6,1.6,3.1,2.4,0.1,2.2,1.8,1.6,1.2,1.6,2.3,0,328.1,1,95,23,,,0.165,0.332,1.08,0.057,0.113,18.987,2,57.027,90.582,9.775,129694.552,89.632,0.86,104.9,-5.569,-10.693,10.512,-0.15,-5.206,-14.874,21.2,56.148,57.359
Aug-99,722998,74.8,87.9,88.3,2270103.8,2718564.9,4988668.7,1.8,3.3,2.6,0.1,2.4,1.8,1.5,1.2,1.6,2.6,0,316.8,1.1,96.5,27.4,,,0.222,0.078,1.15,0.08,0.202,20.27,2.08,57.155,90.429,9.728,129859.342,89.752,0.94,106.1,-4.262,-10.121,9.671,-0.034,-4.824,-14.006,21.823,57.297,58.381
Sep-99,727200,74.9,88.3,88.5,2275715.7,2739961.9,5015677.6,1.8,3.4,2.7,0,2.5,1.9,1.6,1.2,1.6,2.8,0,325.9,1.1,95.4,24.7,,,0.166,-0.971,1.07,0.056,0.224,22.7,2.2,57.797,91.232,9.674,129993.697,88.504,1.02,108.1,-2.291,-9.595,8.84,0.225,-4.741,-13.389,24.711,58.387,59.193
Oct-99,730936,75,88.9,88.8,2299656.9,2757832.4,5057489.3,1.5,3,2.3,0.2,2.1,1.8,1.4,1.1,1.5,2.9,0,322.4,1.1,96.6,24.9,,,0.193,-0.393,1.16,0.087,0.269,21.95,2.47,57.697,92.118,9.601,130086.896,90.671,1.09,111.6,-0.068,-6.192,8.004,0.369,-2.903,-13.236,30.477,59.698,60.469
Nov-99,733727,75.1,89.4,89.3,2320213.1,2784922.4,5105135.5,1.4,2.9,2.2,0.2,1.7,1.5,1.2,0.9,1.3,2.2,0,351.2,1,94.3,21.7,,,0.353,-0.064,1.35,0.052,0.163,24.163,2.51,58.236,92.535,9.557,130261.816,90.695,1.16,113.4,1.496,-5.205,6.024,0.574,-2.724,-11.328,32.308,59.926,59.936
Dec-99,734130,75.3,90,89.5,2332126.2,2795453.6,5127579.8,1.4,2.9,2.2,0.2,1.9,1.5,1.1,0.9,1.2,2.3,0,389.1,1,92.6,27.2,,,0.483,0.118,1.6,0.059,0.141,25.1,2.66,57.902,92.223,9.48,130527.016,91.086,1.24,113.8,2.245,-4.242,5.102,0.689,-2.661,-10.826,31.701,59.982,59.535
Jan-00,736931,75.5,92.8,90.3,2362135.1,2818272.5,5180407.6,1.7,3.2,2.5,0,2.4,1.7,1.3,1,1.4,2.6,0,402.4,1,92.7,28.9,2.943,2.059,0.356,-0.006,2.27,0.074,0.142,25.31,3.36,57.806,92.1,9.376,130941.622,90.5,1.28,114.5,2.305,-3.367,5.968,0.646,-1.807,-6.848,31.52,58.103,58.887
Feb-00,743883,75.6,92.8,90.8,2384532.3,2840940.8,5225473.1,1.6,3.1,2.5,0.2,2.1,1.6,1.1,0.8,1.2,2.4,0,433.8,1,91.3,30,3.465,2.576,0.499,0.16,2.44,0.066,0.24,27.221,3.46,58.545,93.2,9.287,131224.866,91,1.271,117,4.159,-3.263,4.416,0.851,-2.128,1.952,34.818,58.559,59.253
Mar-00,745299,75.7,93.5,91.3,2406864.3,2865100.4,5271964.8,1.4,2.9,2.2,0.3,1.7,1.2,0.9,0.7,1,2,0,452.1,1,89.8,28.5,4.021,2.893,0.517,0.392,2.67,0.072,0.174,27.49,3.51,58.703,93.6,9.191,131452.06,91,1.242,117.9,5.859,-1.128,3.086,1.063,-1.829,-4.366,35.958,60.612,60.876
Apr-00,747941,75.7,94.3,91.7,2432694,2879322.9,5312016.9,1.3,2.8,2.1,0.3,1.5,1,0.8,0.6,0.9,1.7,0,428.6,0.9,88.5,28.5,4.483,2.565,0.514,0.382,2.81,0.129,0.227,23.47,3.68,59.187,94.7,9.101,131652.731,91.7,1.206,115.8,5.717,-1.689,2.539,1.003,-2.222,-1.112,28.996,62.83,62.549
May-00,752786,75.8,93.7,91.7,2448104.9,2895673.7,5343778.7,1.2,2.5,1.9,0.7,1.2,0.7,0.5,0.4,0.6,1.6,0,429.4,0.9,86.9,27.9,4.931,2.372,0.378,0.229,2.47,0.195,0.327,27.187,3.55,58.566,96,9.044,131833.184,92,1.183,117.1,6.826,-0.133,3.04,1.209,-1.86,2.69,30.627,61.722,61.609
Jun-00,746138,76.1,93.5,91.6,2459275.8,2910682.5,5369958.2,1.1,2.5,1.9,0.7,0.8,0.4,0.3,0.2,0.4,1,0,434.7,0.9,90,23.4,3.752,2.135,0.218,0.022,2.36,0.157,0.284,29.621,3.6,58.486,94.7,8.999,131993.956,91.5,1.159,115.3,7.033,0.138,3.719,1.227,-3.21,-4.939,29.051,61.571,61.152
Jul-00,752917,76.2,94,91.9,2480162.4,2923045.9,5403208.3,1.2,2.5,1.9,0.8,0.9,0.3,0.3,0.2,0.3,1.1,0,433.8,0.9,89.4,21.1,3.889,2.047,0.269,0.18,2.47,0.137,0.179,28.177,3.96,56.817,95.8,8.95,132258.249,92,1.101,115.8,6.577,1.553,3.581,1.15,-2.2,-6.346,29.775,60.451,60.56
Aug-00,753137,76.4,94.4,92.3,2511362,2942895,5454257,1.1,2.3,1.8,0.8,0.6,0.1,0.1,0.1,0.2,1,0,429.9,0.9,87,20.8,4.764,2.088,0.373,-0.017,2.65,0.12,0.145,29.263,4.01,57.29,95.9,8.893,132442.716,92,1.024,116.3,6.474,-1.737,3.314,1.099,-1.892,-3.86,30.444,59.564,60.052
Sep-00,753151,76.7,94,92.3,2543345.7,2959125.2,5502470.9,1,2.3,1.7,0.7,0.6,0.2,0.2,0.2,0.3,0.9,0,428.1,0.9,85.2,21.4,5.435,2.22,0.328,-0.493,2.58,0.128,0.142,32.083,4.03,54.337,96,8.837,132616.716,92.4,0.935,113.5,6.196,-1.829,3.687,1.184,-4.993,-10.132,28.227,58.12,59.357
Oct-00,752469,76.8,94.2,92.5,2557181.7,2981104.3,5538286,0.9,2.1,1.6,0.9,0.4,0.2,0.2,0.2,0.3,0.6,0,406.4,0.9,84.2,26.1,5.804,1.943,0.393,-0.272,2.78,0.159,0.189,31.4,4.31,54.052,96.2,8.725,132925.835,92.6,0.849,114.8,5.534,-2.521,4.5,1.118,-3.952,-7.253,31.252,56.613,57.385
Nov-00,758348,77,94.2,92.7,2578738.1,2996102.4,5574840.5,0.9,2.1,1.5,0.9,0.2,0.1,0.2,0.2,0.3,0.5,0,410.8,0.9,84.8,25.5,5.592,2.003,0.283,-0.627,2.53,0.121,0.184,32.331,4.39,53.091,97.1,8.66,133108.304,93.3,0.752,114.2,5.063,-1.554,5.077,1.07,-3.003,-7.172,28.105,56.06,56.406
Dec-00,763451,76.9,94.6,93.1,2595507.2,3015343.2,5610850.4,0.8,2.1,1.5,0.8,0.1,0.2,0.3,0.3,0.4,0.3,0,394.5,0.9,87.8,26,4.555,1.725,0.183,-0.063,2.19,0.133,0.202,25.205,4.44,52.371,97.8,8.584,133292.428,93.1,0.644,113.4,3.989,0.615,5.349,0.916,-2.761,-7.894,27.228,55.088,56.028
Jan-01,762286,76.9,94.7,93.7,2607699.4,3038749.7,5646449.1,0.8,2.1,1.5,0.7,0.2,0.4,0.5,0.4,0.6,0.2,0,390.2,0.9,91.3,24.4,3.46,1.593,0.255,-0.109,2.23,0.149,0.246,25.957,4.65,51.159,96.9,8.478,133430.603,94.4,0.601,112.9,2.606,-1.011,7.173,0.802,-2.673,-3.628,27.302,55.164,55.337
Feb-01,767758,77.1,95.1,94.2,2625759.6,3052817,5678576.6,0.9,2.1,1.5,0.7,0.3,0.4,0.5,0.4,0.6,0,0,377.1,0.9,90.5,21.5,3.721,1.407,0.097,-0.303,1.97,0.125,0.165,27.239,4.59,51.131,97.3,8.441,133570.152,93.7,0.565,109.6,0.36,-4.033,8.321,0.687,-3.797,-6.354,22.98,53.97,54.284
Mar-01,767392,77.3,95.1,94.7,2654593.2,3068941.5,5723534.7,0.8,2,1.5,0.7,0.2,0.5,0.6,0.5,0.6,0.1,0,349.9,0.9,90.7,26.1,3.67,0.986,0.143,-0.358,2.11,0.112,0.224,25.023,4.57,50.173,96.8,8.399,133678.422,93.9,0.575,107.7,-2.227,-3.091,10.397,0.516,-3.565,-2.623,20.269,52.316,52.949
Apr-01,764181,77.6,95.9,95.2,2666294.7,3087083.2,5753377.9,0.9,2,1.5,0.6,0.4,0.6,0.6,0.6,0.7,0,0,356.5,0.9,90.2,26.8,3.822,1.104,0.147,-0.131,2.08,0.134,0.298,25.718,4.48,49.658,95.9,8.377,133537.509,93.9,0.521,104.6,-5.441,-4.66,11.751,0.147,-4.665,-8.541,18.046,50.409,52.039
May-01,767188,77.9,96.6,95.7,2679273.2,3102740.5,5782013.7,1,2.1,1.5,0.3,0.6,0.7,0.8,0.7,0.9,0.6,0,370.8,0.9,88.5,21.3,4.354,1.467,0.223,0.134,2.33,0.082,0.21,27.547,4.36,49.059,96.2,8.395,133641.926,93.9,0.455,102.5,-5.703,-4.85,12.958,0.17,-5.349,-10.534,14.496,49.395,51.282
Jun-01,767926,78,97.3,96.6,2698337.5,3116634.5,5814971.9,1,2.2,1.6,0.4,0.8,0.9,0.9,0.8,1,0.7,0,355.1,0.9,87.2,21.7,4.915,1.434,0.19,0.037,2.2,0.077,0.171,26.966,4.33,48.469,96.2,8.369,133791.889,94.3,0.345,102.2,-7.24,-7.639,12.746,-0.013,-6.385,-8.48,17.104,48.853,51.53
Jul-01,758929,78.1,97.4,97.1,2708161.2,3130683.7,5838844.9,0.9,2.1,1.6,0.3,0.8,0.9,0.9,0.8,1,0.7,0,336.2,0.9,88.2,24.7,4.501,0.969,0.11,-0.346,1.96,0.131,0.176,24.804,3.75,47.47,94.4,8.363,133917.88,94,0.224,101.7,-7.511,-8.63,13.111,-0.167,-6.42,-7.554,14.739,47.907,50.959
Aug-01,773218,78.1,98.2,97.8,2715573.1,3145038.3,5860611.4,1,2.2,1.6,0.3,0.7,1,1,0.9,1,0.5,0,325.8,0.9,91.1,25.2,3.563,0.697,0.01,-0.69,1.61,0.112,0.077,25.821,3.79,47.538,96.8,8.384,134037.209,94.4,0.156,99.7,-8.59,-7.716,12.972,-0.296,-7.13,-12.164,11.52,48.305,50.316
Sep-01,769361,78.3,98.9,98.6,2735798.6,3158411.4,5894210,1.1,2.4,1.8,0.5,1.1,1.3,1.3,1.1,1.3,1,0,274.3,0.9,91.9,43,3.257,-0.315,-0.166,-1.334,1.39,0.261,0.27,25.208,3.79,47.834,95.5,8.41,134125.024,94.2,0.099,95.8,-13.496,-10.217,14.132,-0.616,-7.888,-12.083,7.869,46.635,48.077
Oct-01,767380,78.3,99.5,99.3,2741553.8,3179401.4,5920955.2,1.2,2.6,1.9,0.5,1.2,1.4,1.4,1.2,1.4,0.8,0,284.4,0.9,91.9,41.3,3.487,0.245,-0.017,-1.272,1.68,0.259,0.237,20.732,3.52,45.317,94.2,8.439,134106.223,93.6,0.09,92.7,-15.452,-11.421,15.253,-0.778,-7.972,-13.892,0.379,42.975,45.201
Nov-01,766157,78.3,100.3,100,2754676.9,3195731.6,5950408.5,1.2,2.6,2,0.4,1.3,1.5,1.3,1.1,1.4,1.1,0,304.3,0.9,90.4,33.3,4.183,0.971,0.095,-0.896,1.78,0.254,0.166,18.688,3.46,44.88,93.5,8.474,134220.46,95.1,0.039,90.6,-15.552,-11.659,14.962,-0.897,-8.447,-11.913,-6.346,44.726,46.089
Dec-01,770198,78.4,100.4,100.6,2761007,3201145.4,5962152.4,1.3,2.7,2,0.3,1.6,1.7,1.3,1.1,1.4,1.6,0,308.2,0.9,90.8,28.4,3.934,0.91,0.071,-0.477,1.78,0.21,0.119,18.52,3.4,45.14,94.2,8.485,134391.905,95.1,0.069,93.3,-12.323,-10.616,12.963,-0.811,-7.445,-13.545,-4.586,45.181,47.992
Jan-02,767970,78.9,101.5,101.1,2766842.7,3225922.5,5992765.2,1.3,2.7,2.1,0.4,1.7,1.5,1.2,1,1.3,1.7,0,308.5,0.9,90.5,27.2,3.94,0.801,0.09,-0.584,1.87,0.223,0.15,19.155,3.06,45.379,94.2,8.475,134648.732,93.6,0.127,95.9,-12.599,-11.912,14.063,-0.86,-6.978,-8.456,3.373,48.137,49.971
Feb-02,767552,79,101.5,101.2,2775454.1,3240500.2,6015954.2,1.5,2.8,2.2,0.5,1.7,1.5,1.1,0.9,1.3,1.8,0,297.9,0.9,89.7,27.2,4.194,0.545,0.053,-0.612,1.75,0.209,0.1,19.975,3.03,46.38,94.5,8.52,134813.286,94.6,0.238,96.7,-9.893,-10.438,11.665,-0.548,-7.207,-16.062,3.897,51.141,51.551
Mar-02,771451,79.2,101.1,101.6,2794176,3257908.3,6052084.3,1.5,2.9,2.2,0.4,1.9,1.5,1.1,0.8,1.2,2,0,315.7,0.9,89.9,22.8,3.951,0.716,0.108,-0.431,1.75,0.136,0.051,23.641,2.97,46.865,95.3,8.49,134942.553,94.9,0.329,98.5,-8.249,-12.056,12.555,-0.526,-7.028,-13.137,6.949,52.181,52.779
Apr-02,770639,79.4,102.7,102.2,2801903.9,3283000.3,6084904.2,1.5,2.9,2.3,0.4,1.9,1.4,1.1,0.8,1.3,2,0,310.3,0.9,90.3,23,3.812,0.559,-0.012,-0.319,1.52,0.146,0.031,25.434,2.81,47.586,95.1,8.552,134934.471,94.8,0.37,97.8,-8.24,-12.441,11.956,-0.504,-8.694,-13.331,6.374,52.973,53.323
May-02,773009,79.5,103.7,103.1,2813557.1,3297876,6111433.1,1.5,2.9,2.2,0.4,1.8,1.3,1.1,0.7,1.2,2,0,298.2,0.9,92.4,25.4,2.996,0.044,-0.119,-0.396,1.2,0.148,0.046,25.672,2.83,48.092,95.5,8.581,134974.578,95.2,0.394,98.5,-6.08,-13.338,10.284,-0.273,-8.374,-13.602,5.179,53.707,52.78
Jun-02,775551,79.5,104.3,103.5,2813749.3,3311782.2,6125531.5,1.4,2.8,2.2,0.5,1.7,1.3,1.1,0.8,1.2,1.8,0,269.8,1,95.2,32.9,2.012,-0.792,-0.273,-0.844,0.77,0.142,0.042,24.488,2.9,50.785,95.9,8.615,135029.904,94.6,0.35,96.6,-7.261,-13.432,11.094,-0.388,-9.665,-14.473,2.576,53.562,53.207
Jul-02,772704,79.7,105.1,103.9,2814088.4,3324473.6,6138562,1.4,2.8,2.1,0.5,1.6,1.4,1.2,0.9,1.3,1.7,0,241.2,1,97.2,48.1,1.369,-1.552,-0.325,-1.685,0.55,0.183,0.101,25.755,2.95,52.539,95.2,8.689,135065.861,95.4,0.299,95.2,-8.353,-15.432,10.923,-0.466,-9.426,-14.765,-0.975,53.396,52.764
Aug-02,775964,79.8,105.9,104.6,2825099.5,3348801.3,6173900.8,1.3,2.7,2,0.5,1.4,1.3,1.3,1,1.3,1.4,0,231.3,1,96.6,46.7,1.693,-1.603,-0.255,-1.495,0.64,0.21,0.144,26.776,3.01,53.871,95.6,8.735,135127.98,95.6,0.207,93,-8.889,-18.494,9.668,-0.619,-10.659,-12.953,-6.608,52.59,51.598
